,Verse,Meter,char_count
73491,thousand distastes t'allay thy envy'd gains,iambic,6
21364,sink ye swelling tides of song,iambic,6
189965,or views his coffers with suspicious eyes,iambic,6
104649,who bravely perish'd for a thankless state,iambic,6
186512,selim had had them ev'ry one,iambic,6
33129,it pauses now and now with rising knell,iambic,6
105371,and without thought survey thy memorable wound,iambic,6
30204,he heard her latest sigh,iambic,6
122056,not drowsy beings that till noontide pours,iambic,6
158201,they most the world enjoy who least admire,iambic,6
36664,nor can she add nor can i suffer more,iambic,6
167627,that ev'n a judgment making way for thee,iambic,6
63258,he dwells within his own unfathom'd essence,iambic,6
7482,why turns you villain pale why bends his eye,iambic,6
35141,on what green medal virtue stands express'd,iambic,6
187855,but that she fasts and item goes to church,iambic,6
67733,the law of england to controul and awe,iambic,6
11503,a regal breast has levell'd to the ground,iambic,6
38954,and the weak fear of being right alone,iambic,6
146849,how false is man nor recollects his vows,iambic,6
171235,and angel choirs attended wond'ring stood,iambic,6
101638,have nobler tasks assign'd,iambic,6
138441,who quit true bliss to grasp an empty toy,iambic,6
158636,the most supine this snatches man from death,iambic,6
31603,stay nor to beauty's urn thy tears refuse,iambic,6
1570,and hear the sweeping torrent roar,iambic,6
106819,where tenerif's thy stateliness today,iambic,6
139006,as if some pow'rful charm he would infuse,iambic,6
51522,but tosses thro' the midnightshade,iambic,6
170243,they demideify and fume him so,iambic,6
187775,heav'n turns from with abhorrence and disdain,iambic,6
30175,my father's spirit hovers near,iambic,6
189418,thy crowded temples where thou sit'st enshrin'd,iambic,6
164407,even where the madness of the straiten'd streams,iambic,6
22358,desir'd nor wanted diligent to learn,iambic,6
86053,time creeps unconscious of delight,iambic,6
157021,is all our whole of happiness full proof,iambic,6
75993,but ah how chang'd the falling poor remains,iambic,6
75789,that lurks within the smallest flower,iambic,6
58438,by gentle means he yet his end would gain,iambic,6
130389,and take with simple pensions simple praise,iambic,6
152585,it brings us more than triple aid an aid,iambic,6
81075,like day and night humility and pride,iambic,6
174016,commits her eggs incautious to the dust,iambic,6
24561,of rude magnificence your solemn rest,iambic,6
115657,that will not perish and that cannot cloy,iambic,6
71407,make sophocles disguis'd in english speak,iambic,6
13973,through which his halfwak'd soul would faintly peep,iambic,6
184334,and once a week at least is read,iambic,6
83373,that dupery of sense,iambic,6
80061,impregnated with horror soon will pour,iambic,6
169631,for their support so destitute but they,iambic,6
13198,contempt and fury fire their souls by turns,iambic,6
17627,for sure no minutes bring us more content,iambic,6
23983,and thus by heav'n's mighty monarch vow,iambic,6
174935,this lent a face divinely fair,iambic,6
143765,it happen'd on a sultry day,iambic,6
183475,to emulate a generous warmth implies,iambic,6
151895,than this and endless age in groans resound,iambic,6
108294,tho' held by all the force and fraud of spain,iambic,6
5484,suggests a thousand times that's all betray'd,iambic,6
108029,and deems the crimes of man beneath his cares,iambic,6
160408,art thou ashamed to bend thy knee to heaven,iambic,6
102545,if bus'ness calls them to some distant place,iambic,6
150525,pursu'd with equal speed the flying deer,iambic,6
164165,the juicy tide a twining mass of tubes,iambic,6
53123,would speak on either side or both,iambic,6
106546,for every line can boast an ardent tear,iambic,6
4242,tho' long you sported have with cupid's dart,iambic,6
134196,most likes it when he studies it in town,iambic,6
22162,in courts and gilded roofs some loose the bands,iambic,6
17181,aurora to the muses still is kind,iambic,6
165944,when nurs'd by careless solitude i liv'd,iambic,6
167948,its bergamot or aids th' indebted eye,iambic,6
89069,to deck some tavern vile at auctions sold,iambic,6
104569,he's ridicul'd for that he but affected,iambic,6
22296,o let me now when the kind early dew,iambic,6
95743,fair fancy waking at the sound,iambic,6
154493,to plant the soul on her eternal guard,iambic,6
183303,a wither'd laurel and a mould'ring arch,iambic,6
116121,felt it his pride his comfort to complain,iambic,6
54115,with weekly daily hourly libels cloath'd,iambic,6
195701,the throbs the anguish of a breaking heart,iambic,6
190808,yet when the sun no more appears,iambic,6
27268,would trouble him much more,iambic,6
168790,a cucumber while costly yet and scarce,iambic,6
186244,with starts of rage and aim oblique,iambic,6
170295,of poverty that thus he may procure,iambic,6
111861,and languid spots declining vigour tell,iambic,6
59048,with marks of pow'r and regal ensigns grac'd,iambic,6
90084,no more by servile prejudice confin'd,iambic,6
146947,i hear you have ten thousand pound,iambic,6
40106,alas i rave and sue for new deceit,iambic,6
171078,uninjured with inimitable art,iambic,6
116848,when to the empty'd throne i boldly rose,iambic,6
127554,the wounds which now each moment bleed,iambic,6
31152,and while they murmur strive in vain to sleep,iambic,6
160356,a constellation of ten thousand gems,iambic,6
140909,to cheer you thro' life's thorny way,iambic,6
66478,then let not fancy with her vagrant blaze,iambic,6
60773,we learn says she from good st paul,iambic,6
74781,lull'd by the lapse of gliding floods,iambic,6
37250,and when i die be sure you let me know,iambic,6
121265,interior on his coat then creeps along,iambic,6
81035,i might be happy and not break my vow,iambic,6
197328,and perspective it is the painters art,iambic,6
137540,th' intent of heav'n thus rightly understood,iambic,6
89734,brings power and wealth to grace her lover's side,iambic,6
1271,the varied couch of sweet repose,iambic,6
151715,i've lost a day the prince who nobly cried,iambic,6
67884,who first should sing te deum,iambic,6
125535,for tho' deprav'd and sunk she brought thee forth,iambic,6
24840,yet cou'd not be inform'd where he might find,iambic,6
89249,untainted down from sire to son,iambic,6
130509,in ev'ry party found and yet of none,iambic,6
118823,again as fancy points the way,iambic,6
146498,the marks of pow'r divine,iambic,6
45592,'twas not a taste but pow'rful mode that bade,iambic,6
10139,i cannot reconcile your fancies,iambic,6
100705,her lovely form deceives the heart,iambic,6
186981,hail innocence whose bosom all serene,iambic,6
132959,yet enter madam and resume your sway,iambic,6
12872,and beg'd he'd tell 'em if he knew,iambic,6
6763,for as he upwards gazing lay,iambic,6
37790,with lies enough to make a lord asham'd,iambic,6
124390,and shelter from the blast in vain we hope,iambic,6
163143,is bright with spouting rills the vital stream,iambic,6
183428,and while they make the fortune lose the friend,iambic,6
90551,new grace to each fair object thou'dst impart,iambic,6
130199,repentant saw the close of mortal day,iambic,6
31723,when from thy sight i waste the tedious day,iambic,6
24876,yet tho' abroad the wanton roam,iambic,6
52351,let this great maxim be my action's guide,iambic,6
3219,down to the last and best of his few restless days,iambic,6
178461,with mention of a spouse,iambic,6
60479,and there fresh verdure cloaths the pastur'd plain,iambic,6
90598,dark thoughts presages fell and comfortless despair,iambic,6
102125,true greatness wisdom virtue hence must rise,iambic,6
127898,to visit the new world and strait to feel,iambic,6
67300,bards may be lords but 'tis not in the cards,iambic,6
84847,and view that person as your mortal foe,iambic,6
194662,a beau is but an ass,iambic,6
2856,and shook with indignation at the sound,iambic,6
134708,high poiz'd above his nest in air,iambic,6
197813,i am to wait though waiting so be hell,iambic,6
179098,which thy own heart perhaps would better tell,iambic,6
166254,with all the fiercer tortures of the mind,iambic,6
154799,nothing is dead but what encumber'd gall'd,iambic,6
163828,into a perfect calm that not a breath,iambic,6
93714,to gather balm of choicest dews,iambic,6
161939,rekindling every joy with tenfold force,iambic,6
67072,was it in lux'ry to dissolve the span,iambic,6
120092,see'st thou the limpid current glide,iambic,6
27417,whereat his horse did snort as he,iambic,6
175366,his lov'd elvira grows so grave,iambic,6
16192,nor would endure that any should controul,iambic,6
22439,delicious draughts the quinces now or plums,iambic,6
35243,of ductile piety becomes their tool,iambic,6
62966,counting large heaps of o'erabounding good,iambic,6
184913,his threat'ning lance a hornet's horrid sting,iambic,6
58159,the peaceful echoes undisturb'd with sound,iambic,6
74313,when now no friendly look was left,iambic,6
149573,verse in the finest mould of fancy cast,iambic,6
95778,while as the thunder's awful sound,iambic,6
183124,prop'd by their care or strengthen'd by their blood,iambic,6
49772,or in the covert of a wood,iambic,6
197445,o then vouchsafe me but this loving thought,iambic,6
39432,and such is thine my friend intent to save,iambic,6
83822,what regions part the world of soul,iambic,6
163513,what tho' the dome be wanting whose proud gate,iambic,6
48056,what sacred rapture in our bosom glows,iambic,6
155689,that wish accomplish'd why the grave of bliss,iambic,6
13897,above the reach of wild ambition's wind,iambic,6
12409,in which ten thousand thousand labours join,iambic,6
29027,a pestilential sow a meazel'd pork,iambic,6
33609,till from dissensions concords rise,iambic,6
136291,in every wind victorious thunders roll,iambic,6
87503,but turning next he saw a dreadful sight,iambic,6
152998,though nature's terrors thus may be repress'd,iambic,6
34181,it is his royal image makes it pass,iambic,6
84543,that much encumber'd had the way,iambic,6
190024,no cries attempt the mercies of the skies,iambic,6
82431,her train upheld by twenty noble maids,iambic,6
120507,i love thee so that i would calmly bear,iambic,6
184521,with love and freedom wit and joy,iambic,6
183511,besides if failings at the bottom lie,iambic,6
168186,prepares it for its ruin hardens blinds,iambic,6
75634,are you poor boys at school today,iambic,6
157941,the weak have remedies the wise have joys,iambic,6
159837,take god from nature nothing great is left,iambic,6
86873,this said no more appear'd the beauteous maid,iambic,6
24867,thou lately didst attempt to reach my speed,iambic,6
96994,with temperance in the rural cell,iambic,6
41116,dissolv'd in her kind arms transported lay,iambic,6
58711,could i be conscious of a crime so base,iambic,6
89334,while these remain a base but constant breed,iambic,6
179299,and loudly sound ye chosen aid my people,iambic,6
165083,are the refreshless fields their arid hue,iambic,6
86202,while love usurp'd the tears to virtue due,iambic,6
116358,that i have luck must friend and foe confess,iambic,6
186208,prevent the axe and grace thy end,iambic,6
128925,are all the nameless sweets of friendship fled,iambic,6
59354,where wellworn slaves obsequious to the call,iambic,6
70403,and fill'd and rapt each selfaccusing soul,iambic,6
88811,but first she makes the spouse himself disarm,iambic,6
13078,at length the longdisputed pass they gain,iambic,6
101978,far as th' almighty stretch'd his utmost line,iambic,6
174658,reflect that lodg'd within its breast,iambic,6
27034,fly or i'll send you back without a groat,iambic,6
86162,again thy spirit fill the comic stage,iambic,6
12293,shrink from that empire o'er the conquer'd feas,iambic,6
