Verse, Meter
Cheered and chequed even by the selfsame sky, iambic
Vaunt in their youthful sap at height decrease, iambic
And wear their brave state out of memory, iambic
Then the conceit of this inconstant stay, iambic
Sets you most rich in youth before my sight, iambic
Where wasteful Time debateth with Decay, iambic
To change your day of youth to sullied night, iambic
And all in war with Time for love of you, iambic
As he takes from you I engraft you new, iambic
But wherefore do not you a mightier way, iambic
Make war upon this bloody tyrant Time, iambic
And fortify yourself in your decay, iambic
With means more blessed than my barren rhyme, iambic
Now stand you on the top of happy hours, iambic
And many maiden gardens yet unset, iambic
With virtuous wish would bear your living flowers, iambic
Much liker than your painted counterfeit, iambic
So should the lines of life that life repair, iambic
Which this Times pencil or my pupil pen, iambic
Neither in inward worth nor outward fair, iambic
Can make you live yourself in eyes of men, iambic
To give away yourself keeps yourself still, iambic
And you must live drawn by your own sweet skill, iambic
Who will believe my verse in time to come, iambic
If it were filld with your most high deserts, iambic
Though yet heaven knows it is but as a tomb, iambic
Which hides your life and shows not half your parts, iambic
If I could write the beauty of your eyes, iambic
And in fresh numbers number all your graces, iambic
The age to come would say This poet lies, iambic
Such heavenly touches neer touchd earthly faces, iambic
So should my papers yellowd with their age, iambic
Be scornd like old men of less truth than tongue, iambic
And your true rights be termd a poets rage, iambic
And stretched metre of an antique song, iambic
But were some child of yours alive that time, iambic
You should live twice in it and in my rhyme, iambic
Shall I compare thee to a summers day, iambic
Thou art more lovely and more temperate, iambic
Rough winds do shake the darling buds of May, iambic
And summers lease hath all too short a date, iambic
Sometime too hot the eye of heaven shines, iambic
And often is his gold complexion dimmd, iambic
And every fair from fair sometime declines, iambic
By chance or natures changing course untrimmd, iambic
But thy eternal summer shall not fade, iambic
Nor lose possession of that fair thou owest, iambic
Nor shall Death brag thou wanderst in his shade, iambic
When in eternal lines to time thou growest, iambic
So long as men can breathe or eyes can see, iambic
So long lives this and this gives life to thee, iambic
Devouring Time blunt thou the lions paws, iambic
And make the earth devour her own sweet brood, iambic
Pluck the keen teeth from the fierce tigers jaws, iambic
And burn the longlived phoenix in her blood, iambic
Make glad and sorry seasons as thou fleets, iambic
And do whateer thou wilt swiftfooted Time, iambic
To the wide world and all her fading sweets, iambic
But I forbid thee one most heinous crime, iambic
O carve not with thy hours my loves fair brow, iambic
Nor draw no lines there with thine antique pen, iambic
Him in thy course untainted do allow, iambic
For beautys pattern to succeeding men, iambic
Yet do thy worst old Time despite thy wrong, iambic
My love shall in my verse ever live young, iambic
A womans face with Natures own hand painted, iambic
Hast thou the mastermistress of my passion, iambic
A womans gentle heart but not acquainted, iambic
With shifting change as is false womens fashion, iambic
An eye more bright than theirs less false in rolling, iambic
Gilding the object whereupon it gazeth, iambic
A man in hue all hues in his controlling, iambic
Much steals mens eyes and womens souls amazeth, iambic
And for a woman wert thou first created, iambic
Till Nature as she wrought thee fell adoting, iambic
And by addition me of thee defeated, iambic
By adding one thing to my purpose nothing, iambic
But since she prickd thee out for womens pleasure, iambic
Mine be thy love and thy loves use their treasure, iambic
So is it not with me as with that Muse, iambic
Stirrd by a painted beauty to his verse, iambic
Who heaven itself for ornament doth use, iambic
And every fair with his fair doth rehearse, iambic
Making a couplement of proud compare, iambic
With sun and moon with earth and seas rich gems, iambic
With Aprils firstborn flowers and all things rare, iambic
That heavens air in this huge rondure hems, iambic
O let me true in love but truly write, iambic
And then believe me my love is as fair, iambic
As any mothers child though not so bright, iambic
As those gold candles fixd in heavens air, iambic
Let them say more than like of hearsay well, iambic
I will not praise that purpose not to sell, iambic
My glass shall not persuade me I am old, iambic
So long as youth and thou are of one date, iambic
But when in thee times furrows I behold, iambic
Then look I death my days should expiate, iambic
For all that beauty that doth cover thee, iambic
Is but the seemly raiment of my heart, iambic
Which in thy breast doth live as thine in me, iambic
How can I then be elder than thou art, iambic
O therefore love be of thyself so wary, iambic
As I not for myself but for thee will, iambic
Bearing thy heart which I will keep so chary, iambic
As tender nurse her babe from faring ill, iambic
Presume not on thy heart when mine is slain, iambic
Thou gavest me thine not to give back again, iambic
As an unperfect actor on the stage, iambic
Who with his fear is put besides his part, iambic
Or some fierce thing replete with too much rage, iambic
Whose strengths abundance weakens his own heart, iambic
So I for fear of trust forget to say, iambic
The perfect ceremony of loves rite, iambic
And in mine own loves strength seem to decay, iambic
Oercharged with burden of mine own loves might, iambic
O let my books be then the eloquence, iambic
And dumb presagers of my speaking breast, iambic
Who plead for love and look for recompense, iambic
More than that tongue that more hath more expressd, iambic
O learn to read what silent love hath writ, iambic
To hear with eyes belongs to loves fine wit, iambic
Mine eye hath playd the painter and hath stelld, iambic
Thy beautys form in table of my heart, iambic
My body is the frame wherein tis held, iambic
And perspective it is the painters art, iambic
For through the painter must you see his skill, iambic
To find where your true image pictured lies, iambic
Which in my bosoms shop is hanging still, iambic
That hath his windows glazed with thine eyes, iambic
Now see what good turns eyes for eyes have done, iambic
Mine eyes have drawn thy shape and thine for me, iambic
Are windows to my breast wherethrough the sun, iambic
Delights to peep to gaze therein on thee, iambic
Yet eyes this cunning want to grace their art, iambic
They draw but what they see know not the heart, iambic
Let those who are in favour with their stars, iambic
Of public honour and proud titles boast, iambic
Whilst I whom fortune of such triumph bars, iambic
Unlookd for joy in that I honour most, iambic
Great princes favourites their fair leaves spread, iambic
But as the marigold at the suns eye, iambic
And in themselves their pride lies buried, iambic
For at a frown they in their glory die, iambic
The painful warrior famoused for fight, iambic
After a thousand victories once foild, iambic
Is from the book of honour razed quite, iambic
And all the rest forgot for which he toild, iambic
Then happy I that love and am beloved, iambic
Where I may not remove nor be removed, iambic
Lord of my love to whom in vassalage, iambic
Thy merit hath my duty strongly knit, iambic
To thee I send this written embassage, iambic
To witness duty not to show my wit, iambic
Duty so great which wit so poor as mine, iambic
May make seem bare in wanting words to show it, iambic
But that I hope some good conceit of thine, iambic
In thy souls thought all naked will bestow it, iambic
Till whatsoever star that guides my moving, iambic
Points on me graciously with fair aspect, iambic
And puts apparel on my tatterd loving, iambic
To show me worthy of thy sweet respect, iambic
Then may I dare to boast how I do love thee, iambic
Till then not show my head where thou mayst prove me, iambic
Weary with toil I haste me to my bed, iambic
The dear repose for limbs with travel tired, iambic
But then begins a journey in my head, iambic
To work my mind when bodys works expired, iambic
For then my thoughts from far where I abide, iambic
Intend a zealous pilgrimage to thee, iambic
And keep my drooping eyelids open wide, iambic
Looking on darkness which the blind do see, iambic
