البيت,الشطر الأيسر,الشطر الأيمن,البحر,الشاعر
وجزاء المحسن الوجل التقي الصالح العمل,التقي الصالح العمل,وجزاء المحسن الوجل,المديد,ابن علوي الحداد
جنة الفردوس ينزلها في نعيم دائم خضل,في نعيم دائم خضل,جنة الفردوس ينزلها,المديد,ابن علوي الحداد
ينظر الرحمن يشهده ويجاور خاتم الرسل,ويجاور خاتم الرسل,ينظر الرحمن يشهده,المديد,ابن علوي الحداد
أحمد المختار شافعنا وأمير المؤمنين على,وأمير المؤمنين على,أحمد المختار شافعنا,المديد,ابن علوي الحداد
ناوليني الكَأس في الصُّبَحِ ثُمَّ غنِّي لي على قَدَحِي,ثُمَّ غنِّي لي على قَدَحِي,ناوليني الكَأس في الصُّبَحِ,المديد,الشاب الظريف
وأديري شمسَ وَجْهَكِ لِي فَضِياءُ الشَّمْسِ لَمْ يَلُحِ,فَضِياءُ الشَّمْسِ لَمْ يَلُحِ,وأديري شمسَ وَجْهَكِ لِي,المديد,الشاب الظريف
واشْغلي كفَّيك فِي وترِ لاَ تَمُدِّيها إِلَى السُّبحِ,لاَ تَمُدِّيها إِلَى السُّبحِ,واشْغلي كفَّيك فِي وترِ,المديد,الشاب الظريف
وَإِذَا أطْرَبْتِني وَبَدَا بِانْتِشَائِي حَالَ مُفْتَضَحِ,بِانْتِشَائِي حَالَ مُفْتَضَحِ,وَإِذَا أطْرَبْتِني وَبَدَا,المديد,الشاب الظريف
عَانِقيني بِاليَدَيْنِ كَمَا يَفْعَلُ الأَحبابُ مِنْ فَرَحِ,يَفْعَلُ الأَحبابُ مِنْ فَرَحِ,عَانِقيني بِاليَدَيْنِ كَمَا,المديد,الشاب الظريف
وإِذَا عَانقْتُ مِنْ طَربٍ غُصْنَ قَدٍّ مِنْكِ مُتَّشحِ,غُصْنَ قَدٍّ مِنْكِ مُتَّشحِ,وإِذَا عَانقْتُ مِنْ طَربٍ,المديد,الشاب الظريف
فَضَعِي أَزْرارَ أَطْواقَكِ عَنْ صَدْرِكِ الفتَّانِ بالمُلحِ,صَدْرِكِ الفتَّانِ بالمُلحِ,فَضَعِي أَزْرارَ أَطْواقَكِ عَنْ,المديد,الشاب الظريف
وَإِذَا ما الأَمْرُ كانَ كَذَا فَانْزعِي السُّرْوَال وَاطَّرحِي,فَانْزعِي السُّرْوَال وَاطَّرحِي,وَإِذَا ما الأَمْرُ كانَ كَذَا,المديد,الشاب الظريف
وَخُذِي ذا أَجْمعُهِ وَاطْلُبي ما شِئْتِ وَاقْتَرحِي,وَاطْلُبي ما شِئْتِ وَاقْتَرحِي,وَخُذِي ذا أَجْمعُهِ,المديد,الشاب الظريف
ثم رُوحِي بالأَمَانِ فمِثْ لي بسرٍّ قَطّ لَمْ يَبُحِ,لي بسرٍّ قَطّ لَمْ يَبُحِ,ثم رُوحِي بالأَمَانِ فمِثْ,المديد,الشاب الظريف
وَلَها بِالماطِرونَ إِذا أَكَلَ النَملُ الَّذي جَمَعا,أَكَلَ النَملُ الَّذي جَمَعا,وَلَها بِالماطِرونَ إِذا,المديد,الأحوص الأنصاري
خُرفَةٌ حَتّى إِذا رَبَعَت سَكَنَت مِن جِلِّقٍ بيعا,سَكَنَت مِن جِلِّقٍ بيعا,خُرفَةٌ حَتّى إِذا رَبَعَت,المديد,الأحوص الأنصاري
في قِبابٍ حَولَ دَسكَرَةٍ حَولَها الزَيتونُ قَد يَنَعا,حَولَها الزَيتونُ قَد يَنَعا,في قِبابٍ حَولَ دَسكَرَةٍ,المديد,الأحوص الأنصاري
إِنَّ قَومِي عَزَّ نَصرُهُمُ قَد شفَوني مِن بَنِي عَنَمَه,قَد شفَوني مِن بَنِي عَنَمَه,إِنَّ قَومِي عَزَّ نَصرُهُمُ,المديد,النابغة الجعدي
تَرَكُوا عِمرانَ مُنجَدِلاً لِضِباعٍ حَولَهُ رَزَمَه,لِضِباعٍ حَولَهُ رَزَمَه,تَرَكُوا عِمرانَ مُنجَدِلاً,المديد,النابغة الجعدي
في صَلاهُ أَلَّةٌ حُشُرٌ وَقَناةُ الرَمحِ مُنقَصِمَه,وَقَناةُ الرَمحِ مُنقَصِمَه,في صَلاهُ أَلَّةٌ حُشُرٌ,المديد,النابغة الجعدي
كلُّ قومٍ كانَ سَعيُهُمُ دُونَ ما يَسعَى بَنُو سَلَمَه,دُونَ ما يَسعَى بَنُو سَلَمَه,كلُّ قومٍ كانَ سَعيُهُمُ,المديد,النابغة الجعدي
سَيّدُ الأَملاكِ سَيّدُهُم وَعِداهُ الخانَةُ الأَثَمَه,وَعِداهُ الخانَةُ الأَثَمَه,سَيّدُ الأَملاكِ سَيّدُهُم,المديد,النابغة الجعدي
ذَكر الرَّكْبَ الذي نَزَحا فاسْتَحَمَّ الدَّمْعَ وانْتَزَحَا,فاسْتَحَمَّ الدَّمْعَ وانْتَزَحَا,ذَكر الرَّكْبَ الذي نَزَحا,المديد,ابن قلاقس
وشَجَاهُ رَسْمُ عاطِلَةٍ قَلَّدَتْها عَيْنُه وشَجَا,قَلَّدَتْها عَيْنُه وشَجَا,وشَجَاهُ رَسْمُ عاطِلَةٍ,المديد,ابن قلاقس
نَزَحَتْ عنها جآذِرُها فَتَشَكَّى رَبْعُها البُرَحا,فَتَشَكَّى رَبْعُها البُرَحا,نَزَحَتْ عنها جآذِرُها,المديد,ابن قلاقس
تيَّمَتْ قَلْبَ السَّحابِ بها وأَراها أَدمُعاً سُفُحا,وأَراها أَدمُعاً سُفُحا,تيَّمَتْ قَلْبَ السَّحابِ بها,المديد,ابن قلاقس
وانثنت بالنوى عاصية نون دال من برحا,نون دال من برحا,وانثنت بالنوى عاصية,المديد,ابن قلاقس
كأَثافيها حمائِمُها أَوَ لَيْسُوا بالنَّوى صُدُحا,أَوَ لَيْسُوا بالنَّوى صُدُحا,كأَثافيها حمائِمُها,المديد,ابن قلاقس
وَجِلاداً إِن نَشِطتَ لهُ عاجِلاً ليسَت لهُ عَتَمَه,عاجِلاً ليسَت لهُ عَتَمَه,وَجِلاداً إِن نَشِطتَ لهُ,المديد,ابن الأطنابة
أُتْرُكِ الدُّنْيَا فَلَسْتَ تَرَى صَاحِباً فِي الْوُدِّ لَمْ يَخُنِ,صَاحِباً فِي الْوُدِّ لَمْ يَخُنِ,أُتْرُكِ الدُّنْيَا فَلَسْتَ تَرَى,المديد,محمود سامى البارودى
وَاجْتَنِبْ مَنْ لا تُشَاكِلُهُ تَنْجُ مِنْ غَدْرٍ وَمِنْ غَبَنِ,تَنْجُ مِنْ غَدْرٍ وَمِنْ غَبَنِ,وَاجْتَنِبْ مَنْ لا تُشَاكِلُهُ,المديد,محمود سامى البارودى
مَنْ جَرَى فِي غَيْرِ حَلْبَتِهِ كَانَ مَوْقُوفَاً عَلَى الظِّنَنِ,كَانَ مَوْقُوفَاً عَلَى الظِّنَنِ,مَنْ جَرَى فِي غَيْرِ حَلْبَتِهِ,المديد,محمود سامى البارودى
يَا بُدوراً لَسْتُ عَنْهَا بِصَاحْ مَا لِقَلْبِي عن هَواكُمْ بَراحْ,مَا لِقَلْبِي عن هَواكُمْ بَراحْ,يَا بُدوراً لَسْتُ عَنْهَا بِصَاحْ,المديد,ابن زاكور
آهِ مِنْ وَجْدِي مِنْ بَعْدِكُمْ آهِ رَوْحُ الْمُسْطَلِي بِانْتِزاحْ,آهِ رَوْحُ الْمُسْطَلِي بِانْتِزاحْ,آهِ مِنْ وَجْدِي مِنْ بَعْدِكُمْ,المديد,ابن زاكور
فَوَمَا أَسْأَرْتُمُ فِي الْحَشَا إِذْ سَقَانَا الوُدُّ رَاحاً بِراحْ,إِذْ سَقَانَا الوُدُّ رَاحاً بِراحْ,فَوَمَا أَسْأَرْتُمُ فِي الْحَشَا,المديد,ابن زاكور
مِنْ هَوَى نَمَّتْ بِهِ أَدْمُعِي إِذْ وَشَى شَوْقِي بِوَجْدِي وَبَاحْ,إِذْ وَشَى شَوْقِي بِوَجْدِي وَبَاحْ,مِنْ هَوَى نَمَّتْ بِهِ أَدْمُعِي,المديد,ابن زاكور
مَا رَضِيتُ مِنْ لَدُنْ أَرْقَلَتْ بِي النَّوَى شَيْئاً يَسُرُّ الَّلوَاحْ,بِي النَّوَى شَيْئاً يَسُرُّ الَّلوَاحْ,مَا رَضِيتُ مِنْ لَدُنْ أَرْقَلَتْ,المديد,ابن زاكور
وَفُؤَادِي مِنْ لَدُنْ بِنْتُمُ فِي اغْتِبَاقٍ بِالْجَوَى وَاصْطِبَاحْ,فِي اغْتِبَاقٍ بِالْجَوَى وَاصْطِبَاحْ,وَفُؤَادِي مِنْ لَدُنْ بِنْتُمُ,المديد,ابن زاكور
وَعَذُولِي عَذْلُهُ ضَائِعٌ مِثْلَ مَا ضَاعَ سِرَاجُ الصَّباحْ,مِثْلَ مَا ضَاعَ سِرَاجُ الصَّباحْ,وَعَذُولِي عَذْلُهُ ضَائِعٌ,المديد,ابن زاكور
أَأُطِيعُ عاذِلاً فِي هَوَى مَنْ أَنَا مِنْ حُبِّهِمْ غَيْرُ صَاحْ,مَنْ أَنَا مِنْ حُبِّهِمْ غَيْرُ صَاحْ,أَأُطِيعُ عاذِلاً فِي هَوَى,المديد,ابن زاكور
لاَ وَهَذَا الْحَبْرِ مَنْ أنْجَبَتْ بِمَعَالِيهِ سُرَاةٌ صِبَاحْ,بِمَعَالِيهِ سُرَاةٌ صِبَاحْ,لاَ وَهَذَا الْحَبْرِ مَنْ أنْجَبَتْ,المديد,ابن زاكور
فَغَذَاهُ الفَضْلُ ذَرَّ السَّمَاحْ وَسَقَاهُ الْحِلْمُ رَاحَ الفَلاَحْ,وَسَقَاهُ الْحِلْمُ رَاحَ الفَلاَحْ,فَغَذَاهُ الفَضْلُ ذَرَّ السَّمَاحْ,المديد,ابن زاكور
شَيْخُنَا الكَمَّادُ مَنْ ذِهْنُهُ حمَلَتْ مِنْهُ الْمَعَانِي السِّلاحْ,حمَلَتْ مِنْهُ الْمَعَانِي السِّلاحْ,شَيْخُنَا الكَمَّادُ مَنْ ذِهْنُهُ,المديد,ابن زاكور
الْهُمَامُ الْبَرُّ مَنْ أَشْرَقَتْ بِسَنَا عِلْمِهِ دُهْمُ النَّوَاحْ,بِسَنَا عِلْمِهِ دُهْمُ النَّوَاحْ,الْهُمَامُ الْبَرُّ مَنْ أَشْرَقَتْ,المديد,ابن زاكور
نَشَرَتْ هِمَّتُهُ فُوْقَهُ رَايَةَ الْمَجْدِ الصَّمِيمِ الصُِّراحْ,رَايَةَ الْمَجْدِ الصَّمِيمِ الصُِّراحْ,نَشَرَتْ هِمَّتُهُ فُوْقَهُ,المديد,ابن زاكور
وَالْعُلاَ أَلْقَتْ عَلَيْهِ مُلىً نَسَجَتْهَا بِيَمِينِ النَّجاحْ,نَسَجَتْهَا بِيَمِينِ النَّجاحْ,وَالْعُلاَ أَلْقَتْ عَلَيْهِ مُلىً,المديد,ابن زاكور
وَالْهُدَى أَصْلَتَ مِنْ فَهْمِهِ بِيَمِينِ الْيُمْنِ أَمْضَى الصِّفَاحْ,بِيَمِينِ الْيُمْنِ أَمْضَى الصِّفَاحْ,وَالْهُدَى أَصْلَتَ مِنْ فَهْمِهِ,المديد,ابن زاكور
فَغَدَا السَّعْدُ به فِي ارْتِيَاحْ وَغَدَا الْوَجْدُ به فِي انْزِيَاحْ,وَغَدَا الْوَجْدُ به فِي انْزِيَاحْ,فَغَدَا السَّعْدُ به فِي ارْتِيَاحْ,المديد,ابن زاكور
فَاقَ مَا تُبْدِيهِ أَقْلاَمُهُ أثَرَ الْبِيضِ وَسُمْرَ الرِّمَاحْ,أثَرَ الْبِيضِ وَسُمْرَ الرِّمَاحْ,فَاقَ مَا تُبْدِيهِ أَقْلاَمُهُ,المديد,ابن زاكور
فَاضِلٌ تُنْسِيكَ أَخْلاَقُهُ خُلُقَ الرَّوْضِ الأَنِيقِ الْبِطَاحْ,خُلُقَ الرَّوْضِ الأَنِيقِ الْبِطَاحْ,فَاضِلٌ تُنْسِيكَ أَخْلاَقُهُ,المديد,ابن زاكور
وَجْهُهُ يَبْرُقُ مِنْ بِشْرِهِ مِثْلَ مَا حَيَّتْكَ خَوْدٌ رَدَاحْ,مِثْلَ مَا حَيَّتْكَ خَوْدٌ رَدَاحْ,وَجْهُهُ يَبْرُقُ مِنْ بِشْرِهِ,المديد,ابن زاكور
