الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
ابن مالك,الرجز,لكن بشرط أن يكون ما حُذفْ ,  مماثلا ً لما عليه قد عُطف,لكن بشرط أن يكون ما حُذفْ مماثلا ً لما عليه قد عُطف
ابن مالك,الرجز,ويُحذفُ الثاني فيبقى الأوّل ,  كحاله إذا به يتصلّ,ويُحذفُ الثاني فيبقى الأوّل كحاله إذا به يتصلّ
ابن مالك,الرجز,بشرط عطفٍ وإضافةٍ إلى ,  مثل الذي له أضفت الأوّلا,بشرط عطفٍ وإضافةٍ إلى مثل الذي له أضفت الأوّلا
ابن مالك,الرجز,فصل مضافٍ  شبه فعل ٍ ما نصب ,  مفعولا ً أو ظرفا ً أجز ولم يعب,فصل مضافٍ شبه فعل ٍ ما نصب مفعولا ً أو ظرفا ً أجز ولم يعب
ابن مالك,الرجز,فصل يمين ٍ واضطرارا وجدا ,  بأجنبيٍّ أو بنعتٍ أو ندا,فصل يمين ٍ واضطرارا وجدا بأجنبيٍّ أو بنعتٍ أو ندا
ابن مالك,الرجز,آخر ما أضيف لليا اكسر إذا ,  لم يك معتلا ًً كرام ٍ وقذا,آخر ما أضيف لليا اكسر إذا لم يك معتلا ًً كرام ٍ وقذا
ابن مالك,الرجز,أو يكُ كابنين وزيدين فذي ,  جميعها اليا بعد فتحها احتذي,أو يكُ كابنين وزيدين فذي جميعها اليا بعد فتحها احتذي
ابن مالك,الرجز, وتدغم اليا فيه والواو وإن ,  ما قبل واوٍ ضُمَّ فاكسره يهن, وتدغم اليا فيه والواو وإن ما قبل واوٍ ضُمَّ فاكسره يهن
ابن مالك,الرجز,وألفا ً سلّم وفي المقصور عن ,  هذيل ٍ انقلابها ياءً حسن,وألفا ً سلّم وفي المقصور عن هذيل ٍ انقلابها ياءً حسن
ابن مالك,الرجز,بفعله المصدر ألحق في العمل ,  مضافا ً أو مجرّدا ً أو مع أل,بفعله المصدر ألحق في العمل مضافا ً أو مجرّدا ً أو مع أل
ابن مالك,الرجز,إن كان فعل ّ مع أن أو ما يحلّ ,  محلّه ولاسم مصدر ٍ عمل,إن كان فعل ّ مع أن أو ما يحلّ محلّه ولاسم مصدر ٍ عمل
ابن مالك,الرجز,وبعد جرّه الذي أضيف له ,  كمّل بنصبٍ أو برفع ٍ عمله,وبعد جرّه الذي أضيف له كمّل بنصبٍ أو برفع ٍ عمله
ابن مالك,الرجز,وجُرَّ  ما يتبع ما جرّ ومن ,  راعى في الاتباع المحلّ فحسن,وجُرَّ ما يتبع ما جرّ ومن راعى في الاتباع المحلّ فحسن
ابن مالك,الرجز,كفعله اسم فاعل ٍ في العمل ,  إن كان عن مضيّه بمعزل,كفعله اسم فاعل ٍ في العمل إن كان عن مضيّه بمعزل
ابن مالك,الرجز,وولي استفهاما ً أو جرف ندا ,  أو نفيا ً او جافصة ًً أو مسندا,وولي استفهاما ً أو جرف ندا أو نفيا ً او جافصة ًً أو مسندا
ابن مالك,الرجز,وقد يكون نعت محذوف ٍ عُرِف ,  فيستحق العمل الذي وصف,وقد يكون نعت محذوف ٍ عُرِف فيستحق العمل الذي وصف
ابن مالك,الرجز,وإن يكن صلة ففي المضي ,  وغيره إعماله قد ارتضي,وإن يكن صلة ففي المضي وغيره إعماله قد ارتضي
ابن مالك,الرجز,فعّالّ او مفعالّ او فعول ,  في كثرة ٍ عن فاعل ٍ بديل,فعّالّ او مفعالّ او فعول في كثرة ٍ عن فاعل ٍ بديل
ابن مالك,الرجز,فيستحق ماله من عمل ,  وفي فعيل ٍ قلّ ذا وفعل,فيستحق ماله من عمل وفي فعيل ٍ قلّ ذا وفعل
ابن مالك,الرجز,وما سوى المفرد مثله جعل ,  في الحكم والشروط حيثما عمل,وما سوى المفرد مثله جعل في الحكم والشروط حيثما عمل
ابن مالك,الرجز,وانصب بذي الإعمال تلوا ً واخفض ,  وهو لنصب ما سواه مقتضي,وانصب بذي الإعمال تلوا ً واخفض وهو لنصب ما سواه مقتضي
ابن مالك,الرجز,واجرر أو انصب تابع الذي انخفض ,  كمبتغي جاهٍ ومالا ً من نهض,واجرر أو انصب تابع الذي انخفض كمبتغي جاهٍ ومالا ً من نهض
ابن مالك,الرجز,وكلّ ما قُرّر لاسم فاعل ,  يُعطى اسم مفعول ٍ بلا تفاضل,وكلّ ما قُرّر لاسم فاعل يُعطى اسم مفعول ٍ بلا تفاضل
ابن مالك,الرجز,فهو كفعل ٍ صيغ للمفعول في ,  معناه كالمعطى كفافاً يكتفي,فهو كفعل ٍ صيغ للمفعول في معناه كالمعطى كفافاً يكتفي
ابن مالك,الرجز,وقد يضاف ذا الى اسم ٍ مرتفع ,  معنىً كمحمود المقاصد الورع,وقد يضاف ذا الى اسم ٍ مرتفع معنىً كمحمود المقاصد الورع
ابن مالك,الرجز,فعل ّ قياس مصدر المعدّى ,  من ذي ثلاثةٍ كردّ ردّا,فعل ّ قياس مصدر المعدّى من ذي ثلاثةٍ كردّ ردّا
ابن مالك,الرجز,وفعل اللازم بابه فعل ,  كفرح ٍ وكجوىً وكشلل,وفعل اللازم بابه فعل كفرح ٍ وكجوىً وكشلل
ابن مالك,الرجز,وفعل اللازم مثل قعدا ,  له فعولّ باطرّادٍ كغدا,وفعل اللازم مثل قعدا له فعولّ باطرّادٍ كغدا
ابن مالك,الرجز,ما لم يكن مستوجبا ً فعالا ً ,  أو فعلاناً فادر أو فعالا,ما لم يكن مستوجبا ً فعالا ً أو فعلاناً فادر أو فعالا
ابن مالك,الرجز,فأولّ لذي امتناع ٍ كأبى ,  والثان للذي اقتضى تقلّبا,فأولّ لذي امتناع ٍ كأبى والثان للذي اقتضى تقلّبا
ابن مالك,الرجز,للدّا فعالّ  أو لصوت ٍ وشمل ,  سيرا ً وصوتا ً الفعيل كصهل,للدّا فعالّ أو لصوت ٍ وشمل سيرا ً وصوتا ً الفعيل كصهل
ابن مالك,الرجز,فعولة ّ فعالة ّ لفعلا ,  كسهل الأمرُ وزيدّ جزلا,فعولة ّ فعالة ّ لفعلا كسهل الأمرُ وزيدّ جزلا
ابن مالك,الرجز,وما أتى محالفا لما مصى ,  فنابه النقل كسخطٍ ورضا,وما أتى محالفا لما مصى فنابه النقل كسخطٍ ورضا
ابن مالك,الرجز,وغير ذي ثلاثة ٍ مقيس ,  مصدره كقدّس التقديس,وغير ذي ثلاثة ٍ مقيس مصدره كقدّس التقديس
ابن مالك,الرجز,وزكّه تزكية وأجملا ,  إجمال من تجمّلا ً تجمّلا,وزكّه تزكية وأجملا إجمال من تجمّلا ً تجمّلا
ابن مالك,الرجز,واستعذ استعاذة ً ثمّ أقم ,  إقامة وغالبا ً ذا التا التزم,واستعذ استعاذة ً ثمّ أقم إقامة وغالبا ً ذا التا التزم
ابن مالك,الرجز,وما يلي الآخر مدّ وافتحا ,  مع كسر تلو الثان ممّا افتتحا,وما يلي الآخر مدّ وافتحا مع كسر تلو الثان ممّا افتتحا
ابن مالك,الرجز,بهمز وصل ٍ كاصطفى وضمّ ما ,  يربع في أمثال قد تلملما,بهمز وصل ٍ كاصطفى وضمّ ما يربع في أمثال قد تلملما
ابن مالك,الرجز,فعلالّ او فعللة ّ لفعللا ,  واجعل مقيسا ً ثانيا ً لا أوّلا,فعلالّ او فعللة ّ لفعللا واجعل مقيسا ً ثانيا ً لا أوّلا
ابن مالك,الرجز,لفاعل الفعال والمفاعله ,  وغير ما مرّ السّماع عادلة,لفاعل الفعال والمفاعله وغير ما مرّ السّماع عادلة
ابن مالك,الرجز,وفعلة ّ  لمرّة ٍ كجلسه ,  وفعلة ّ لهيئة ٍ كجلسه,وفعلة ّ لمرّة ٍ كجلسه وفعلة ّ لهيئة ٍ كجلسه
ابن مالك,الرجز,في غير ذي الثلاث بالتا المرّه ,  وشذّ فيه هيئة ّ كالخمرة,في غير ذي الثلاث بالتا المرّه وشذّ فيه هيئة ّ كالخمرة
ابن مالك,الرجز,كفاعل ٍ صغ اسم فاعل ٍ إذا ,  من ذي ثلاثة ٍ يكون كغذا,كفاعل ٍ صغ اسم فاعل ٍ إذا من ذي ثلاثة ٍ يكون كغذا
ابن مالك,الرجز,وهو قليل ّ في فعلت وفعل ,  غير معدّى بل قياسه فعل,وهو قليل ّ في فعلت وفعل غير معدّى بل قياسه فعل
ابن مالك,الرجز,وأفعل ّ فعلان نحو أشر ,  ونحو صديان ونحو الأجهر,وأفعل ّ فعلان نحو أشر ونحو صديان ونحو الأجهر
ابن مالك,الرجز,وفعل ّ اولى وفعيل ّ بفعل ,  كالضّخم والجميل والفعل جمل,وفعل ّ اولى وفعيل ّ بفعل كالضّخم والجميل والفعل جمل
ابن مالك,الرجز,وأفعل ّ فيه قليل ّ وفعل ,  وبسوى الفاعل قد يغنى فعل,وأفعل ّ فيه قليل ّ وفعل وبسوى الفاعل قد يغنى فعل
ابن مالك,الرجز,وزنة المضارع اسم فاعل ,  من غير ذي الثلاث كالمواصل,وزنة المضارع اسم فاعل من غير ذي الثلاث كالمواصل
ابن مالك,الرجز,مع كسر متلوّ الأخير مطلقا ,  وضمّ ميم زائدٍ قد سبقا,مع كسر متلوّ الأخير مطلقا وضمّ ميم زائدٍ قد سبقا
ابن مالك,الرجز,وإن فتحت منه ما كان انكسر ,  صار اسم مفعول ٍ كمثل المنتظر,وإن فتحت منه ما كان انكسر صار اسم مفعول ٍ كمثل المنتظر
ابن مالك,الرجز,وفي اسم مفعول الثلاثيّ اطّرد ,  زنة مفعول ٍ كآتٍ من قصد,وفي اسم مفعول الثلاثيّ اطّرد زنة مفعول ٍ كآتٍ من قصد
ابن مالك,الرجز,وناب نقلا ً عنه ذو فعيل ,  نحو فتاة أو فتى كحيل,وناب نقلا ً عنه ذو فعيل نحو فتاة أو فتى كحيل
ابن مالك,الرجز,صفة ّ استحسن جرّ فاعل ,  معنىً بها المشبهة اسم الفاعل,صفة ّ استحسن جرّ فاعل معنىً بها المشبهة اسم الفاعل
ابن مالك,الرجز,وصوغها من لازم ٍ لحاضر ,  كطاهر القلب جميل الظاهر,وصوغها من لازم ٍ لحاضر كطاهر القلب جميل الظاهر
ابن مالك,الرجز,وعمل اسم فاعل المعدّى ,  لها على الحدّ الذي قد حدّا,وعمل اسم فاعل المعدّى لها على الحدّ الذي قد حدّا
ابن مالك,الرجز,وسبق ما تعمل فيه مجتنب ,  وكونه ذا سببيّة ٍ وجب,وسبق ما تعمل فيه مجتنب وكونه ذا سببيّة ٍ وجب
ابن مالك,الرجز,فارفع بها وانصب وجرّ مع أل ,  ودون أل مصحوب أل وما اتصل,فارفع بها وانصب وجرّ مع أل ودون أل مصحوب أل وما اتصل
ابن مالك,الرجز,بها مضافا ً أو مجرّدا ً ولا ,  تجرر بها مع أل سما ً  من أل خلا,بها مضافا ً أو مجرّدا ً ولا تجرر بها مع أل سما ً من أل خلا
ابن مالك,الرجز,ومن إضافة ٍ لتاليها وما ,  لم يخل فهو بالجواز وسما,ومن إضافة ٍ لتاليها وما لم يخل فهو بالجواز وسما
ابن مالك,الرجز,بأفعل انطصق بعد ما تعجّبا ,  أو جيء بأفعل مجرور ٍ بباء,بأفعل انطصق بعد ما تعجّبا أو جيء بأفعل مجرور ٍ بباء
ابن مالك,الرجز,وتلو أفعل انصبنّه كما ,  أوفى خليلنا وأصدق بهما,وتلو أفعل انصبنّه كما أوفى خليلنا وأصدق بهما
ابن مالك,الرجز,وحذف ما منه تعجّبت استبح ,  إن كان عند الحذف معناه يضح,وحذف ما منه تعجّبت استبح إن كان عند الحذف معناه يضح
ابن مالك,الرجز,وفي كلا الفعلين قدما ً لزما ,  منع تصرّف ٍ يحكم حتما,وفي كلا الفعلين قدما ً لزما منع تصرّف ٍ يحكم حتما
