الشاعر,البحر,الشطر الأيمن,الشطر الأيسر,البيت
الإمام القحطاني الأندلسي,الكامل,كَذَبَ أَرِسْطَالِيسُهُمْ في قَوْلِهِ , هَذَا وَأَسْرَفَ أَيَّمَا هَذَيَانِ,كَذَبَ أَرِسْطَالِيسُهُمْ في قَوْلِهِ هَذَا وَأَسْرَفَ أَيَّمَا هَذَيَانِ
الإمام القحطاني الأندلسي,الكامل,الْغَيْثُ يُفْرَغُ في السَّحَابِ مِنَ السَّمَا , وَيَكِيلُهُ مِيكَالُ بِالْمِيزَانِ,الْغَيْثُ يُفْرَغُ في السَّحَابِ مِنَ السَّمَا وَيَكِيلُهُ مِيكَالُ بِالْمِيزَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ قَطْرَةٌ إِلاَّ وَيَنْزِلُ نَحْوَهَا , مَلَكٌ إِلَى الآكَامِ وَالْفَيَضَانِ,لاَ قَطْرَةٌ إِلاَّ وَيَنْزِلُ نَحْوَهَا مَلَكٌ إِلَى الآكَامِ وَالْفَيَضَانِ
الإمام القحطاني الأندلسي,الكامل,وَالرَّعْدُ صَيْحَةُ مَالِكٍ وَهْوَ اسْمُهُ , يُزْجِي السَّحَابَ كَسَائِقِ الأَظْعَانِ,وَالرَّعْدُ صَيْحَةُ مَالِكٍ وَهْوَ اسْمُهُ يُزْجِي السَّحَابَ كَسَائِقِ الأَظْعَانِ
الإمام القحطاني الأندلسي,الكامل,وَالْبَرْقُ شَوْظُ النَّارِ يَزْجُرُهَا بِهِ , زَجْرَ الْحُدَاةِ الْعِيسِ بِالْقُضْبَانِ,وَالْبَرْقُ شَوْظُ النَّارِ يَزْجُرُهَا بِهِ زَجْرَ الْحُدَاةِ الْعِيسِ بِالْقُضْبَانِ
الإمام القحطاني الأندلسي,الكامل,أَفَكَانَ يَعْلَمُ ذَا أَرِسْطَالِيسُهُمْ , تَدْبِيرَ مَا انْفَرَدَتْ بِهِ الْجِهَتَانِ,أَفَكَانَ يَعْلَمُ ذَا أَرِسْطَالِيسُهُمْ تَدْبِيرَ مَا انْفَرَدَتْ بِهِ الْجِهَتَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ غَابَ تَحْتَ الأَرْضَ أَمْ صَعَدَ السَّمَا , فَرَأَى بِهَا الْمَلَكُوتَ رَأْيَ عِيَانِ,أَمْ غَابَ تَحْتَ الأَرْضَ أَمْ صَعَدَ السَّمَا فَرَأَى بِهَا الْمَلَكُوتَ رَأْيَ عِيَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ كَانَ دَبَّرَ لَيْلَهَا وَنَهَارَهَا , أَمْ كَانَ يَعْلَمُ كَيْفَ يَخْتَلِفَانِ,أَمْ كَانَ دَبَّرَ لَيْلَهَا وَنَهَارَهَا أَمْ كَانَ يَعْلَمُ كَيْفَ يَخْتَلِفَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ سَارَ بَطْلِيمُوسُ بَيْنَ نُجُومِهَا , حَتَّى رَأَى السَّيَّارَ وَالْمُتَوَانِي,أَمْ سَارَ بَطْلِيمُوسُ بَيْنَ نُجُومِهَا حَتَّى رَأَى السَّيَّارَ وَالْمُتَوَانِي
الإمام القحطاني الأندلسي,الكامل,أَمْ كَانَ أَطْلَعَ شَمْسَهَا وَهِلاَلَهَا , أَمْ هَلْ تَبَصَّرَ كَيْفَ يَعْتَقِبَانِ,أَمْ كَانَ أَطْلَعَ شَمْسَهَا وَهِلاَلَهَا أَمْ هَلْ تَبَصَّرَ كَيْفَ يَعْتَقِبَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ كَانَ أَرْسَلَ رِيحَهَا وَسَحَابَهَا , بِالْغَيْثِ يُهْمِلُ أَيَّمَا هَمَلاَنِ,أَمْ كَانَ أَرْسَلَ رِيحَهَا وَسَحَابَهَا بِالْغَيْثِ يُهْمِلُ أَيَّمَا هَمَلاَنِ
الإمام القحطاني الأندلسي,الكامل,بَلْ كَانَ ذَلِكَ حِكْمَةَ اللهِ الَّذِي , بِقَضَائِهِ مُتَصَرَّفُ الأَزْمَانِ,بَلْ كَانَ ذَلِكَ حِكْمَةَ اللهِ الَّذِي بِقَضَائِهِ مُتَصَرَّفُ الأَزْمَانِ
الإمام القحطاني الأندلسي,الكامل,لاَ تَسْتَمِعْ قَوْلَ الضَّوَارِبِ بِالْحَصَا , وَالزَّاجِرِينَ الطَّيْرَ بِالطَّيَرَانِ,لاَ تَسْتَمِعْ قَوْلَ الضَّوَارِبِ بِالْحَصَا وَالزَّاجِرِينَ الطَّيْرَ بِالطَّيَرَانِ
الإمام القحطاني الأندلسي,الكامل,فَالْفِرْقَتَانِ كَذُوبَتَانِ عَلَى الْقَضَا , وَبِعِلْمِ غَيْبِ اللهِ جَاهِلَتَانِ,فَالْفِرْقَتَانِ كَذُوبَتَانِ عَلَى الْقَضَا وَبِعِلْمِ غَيْبِ اللهِ جَاهِلَتَانِ
الإمام القحطاني الأندلسي,الكامل,كَذَبَ الْمُهَنْدِسُ وَالْمُنَجِّمُ مِثْلُهُ , فَهُمَا لِعِلْمِ اللهِ مُدَّعِيَانِ ,كَذَبَ الْمُهَنْدِسُ وَالْمُنَجِّمُ مِثْلُهُ فَهُمَا لِعِلْمِ اللهِ مُدَّعِيَانِ 
الإمام القحطاني الأندلسي,الكامل,الأَرْضُ عِنْدَ كِلَيْهِمَا كُرَوِيَّةٌ , وَهُمَا بِهَذَا الْقَوْلِ مُقْتَرِنَانِ,الأَرْضُ عِنْدَ كِلَيْهِمَا كُرَوِيَّةٌ وَهُمَا بِهَذَا الْقَوْلِ مُقْتَرِنَانِ
الإمام القحطاني الأندلسي,الكامل,وَالأَرْضُ عِنْدَ أُولِي النُّهَى لَسَطِيحَةٌ , بِدَلِيلِ صِدْقٍ وَاضِحِ الْقُرْآنِ,وَالأَرْضُ عِنْدَ أُولِي النُّهَى لَسَطِيحَةٌ بِدَلِيلِ صِدْقٍ وَاضِحِ الْقُرْآنِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ صَيَّرَهَا فِرَاشًا لِلْوَرَى , وَبَنَى السَّمَاءَ بِأَحْسَنِ الْبُنْيَانِ,وَاللهُ صَيَّرَهَا فِرَاشًا لِلْوَرَى وَبَنَى السَّمَاءَ بِأَحْسَنِ الْبُنْيَانِ
الإمام القحطاني الأندلسي,الكامل,وَاللهُ أَخْبَرَ أَنَّهَا مَسْطُوحَةٌ , وَأَبَانَ ذَلِكَ أَيَّمَا تِبْيَانِ,وَاللهُ أَخْبَرَ أَنَّهَا مَسْطُوحَةٌ وَأَبَانَ ذَلِكَ أَيَّمَا تِبْيَانِ
الإمام القحطاني الأندلسي,الكامل,أَأَحَاطَ بَالأَرْضِ الْمُحِيطَةِ عِلْمُهُمْ , أَمْ بِالْجِبَالِ الشُّمَّخِ الأَكْنَانِ,أَأَحَاطَ بَالأَرْضِ الْمُحِيطَةِ عِلْمُهُمْ أَمْ بِالْجِبَالِ الشُّمَّخِ الأَكْنَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ يُخْبِرُونَ بِطُولِهَا وَبِعَرْضِهَا , أَمْ هَلْ هُمَا في الْقَدْرِ مُسْتَوِيَانِ,أَمْ يُخْبِرُونَ بِطُولِهَا وَبِعَرْضِهَا أَمْ هَلْ هُمَا في الْقَدْرِ مُسْتَوِيَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ فَجَّرُوا أَنْهَارَهَا وَعُيُونَهَا , مَاءً بِهِ يُرْوَى صَدَى الْعَطْشَانِ,أَمْ فَجَّرُوا أَنْهَارَهَا وَعُيُونَهَا مَاءً بِهِ يُرْوَى صَدَى الْعَطْشَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ أَخْرَجُوا أَثْمَارَهَا وَنَبَاتَهَا , وَالنَّخْلَ ذَاتَ الطَّلْعِ وَالْقِنْوَانِ,أَمْ أَخْرَجُوا أَثْمَارَهَا وَنَبَاتَهَا وَالنَّخْلَ ذَاتَ الطَّلْعِ وَالْقِنْوَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ هَلْ لَهُمْ عِلْمٌ بِعَدِّ ثِمَارِهَا , أَمْ بِاخْتِلاَفِ الطَّعْمِ وَالأَلْوَانِ,أَمْ هَلْ لَهُمْ عِلْمٌ بِعَدِّ ثِمَارِهَا أَمْ بِاخْتِلاَفِ الطَّعْمِ وَالأَلْوَانِ
الإمام القحطاني الأندلسي,الكامل,اللهُ أَحْكَمَ خَلْقَ ذَلِكَ كُلِّهِ , صُنْعًا وَأَتْقَنَ أَيَّمَا إِتْقَانِ,اللهُ أَحْكَمَ خَلْقَ ذَلِكَ كُلِّهِ صُنْعًا وَأَتْقَنَ أَيَّمَا إِتْقَانِ
الإمام القحطاني الأندلسي,الكامل,قُلْ لِلطَّبِيبِ الْفَيْلَسُوفِ بِزَعْمِهِ , إِنَّ الطَّبِيعَةَ عِلْمُهَا بُرْهَانِ,قُلْ لِلطَّبِيبِ الْفَيْلَسُوفِ بِزَعْمِهِ إِنَّ الطَّبِيعَةَ عِلْمُهَا بُرْهَانِ
الإمام القحطاني الأندلسي,الكامل,أَيْنَ الطَّبِيعَةُ عِنْدَ كُوْنِكَ نُطْفَةً , في الْبَطْنِ إِذْ مُشِجَتْ بِهِ الْمَاآنِ,أَيْنَ الطَّبِيعَةُ عِنْدَ كُوْنِكَ نُطْفَةً في الْبَطْنِ إِذْ مُشِجَتْ بِهِ الْمَاآنِ
الإمام القحطاني الأندلسي,الكامل,أَيْنَ الطَّبِيعَةُ حِينَ عُدتَّ عُلَيْقَةً , في أَرْبَعِينَ وَأَرْبَعِينَ تَوَانِي,أَيْنَ الطَّبِيعَةُ حِينَ عُدتَّ عُلَيْقَةً في أَرْبَعِينَ وَأَرْبَعِينَ تَوَانِي
الإمام القحطاني الأندلسي,الكامل,أَيْنَ الطَّبِيعَةُ عِنْدَ كَوْنِكَ مُضْغَةً , في أَرْبَعِينَ وَقَدْ مَضَى الْعَدَدَانِ,أَيْنَ الطَّبِيعَةُ عِنْدَ كَوْنِكَ مُضْغَةً في أَرْبَعِينَ وَقَدْ مَضَى الْعَدَدَانِ
الإمام القحطاني الأندلسي,الكامل,أَتُرَى الطَّبِيْعَةَ صَوَّرَتْكَ مُصَوَّرًا , بِمَسَامِعٍ وَنَوَاظِرٍ وَبَنَانِ,أَتُرَى الطَّبِيْعَةَ صَوَّرَتْكَ مُصَوَّرًا بِمَسَامِعٍ وَنَوَاظِرٍ وَبَنَانِ
الإمام القحطاني الأندلسي,الكامل,أَتُرَى الطَّبِيعَةَ أَخْرَجَتْكَ مُنَكَّسًا , مِنْ بَطْنِ أُمِّكَ وَاهِيَ الأَرْكَانِ,أَتُرَى الطَّبِيعَةَ أَخْرَجَتْكَ مُنَكَّسًا مِنْ بَطْنِ أُمِّكَ وَاهِيَ الأَرْكَانِ
الإمام القحطاني الأندلسي,الكامل,أَمْ فَجَّرَتْ لَكَ بِاللِّبَانِي ثَدْيَهَا , فَرَضَعْتَهَا حَتَّى مَضَى الْحَوْلاَنِ,أَمْ فَجَّرَتْ لَكَ بِاللِّبَانِي ثَدْيَهَا فَرَضَعْتَهَا حَتَّى مَضَى الْحَوْلاَنِ
الإمام القحطاني الأندلسي,الكامل,أَمْ صَيَّرَتْ في وَالِدَيْكَ مَحَبَّةً , فَهُمَا بِمَا يُرْضِيكَ مُغْتَبِطَانِ,أَمْ صَيَّرَتْ في وَالِدَيْكَ مَحَبَّةً فَهُمَا بِمَا يُرْضِيكَ مُغْتَبِطَانِ
الإمام القحطاني الأندلسي,الكامل,يَا فَيْلَسُوفُ لَقَدْ شُغِلْتَ عَنِ الْهُدَى , بِالْمَنْطِقِ الرُّومِيِّ وَالْيُونَانِي,يَا فَيْلَسُوفُ لَقَدْ شُغِلْتَ عَنِ الْهُدَى بِالْمَنْطِقِ الرُّومِيِّ وَالْيُونَانِي
الإمام القحطاني الأندلسي,الكامل,وَشَرِيعَةُ الإِسْلاَمِ أَفْضَلُ شِرْعَةٍ , دِينُ النَّبِيِّ الصَّادِقِ الْعَدْنَانِ,وَشَرِيعَةُ الإِسْلاَمِ أَفْضَلُ شِرْعَةٍ دِينُ النَّبِيِّ الصَّادِقِ الْعَدْنَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ دِينُ رَبِّ الْعَالَمِينَ وَشَرْعُهُ , وَهُوَ الْقَدِيمُ وَسَيِّدُ الأَدْيَانِ,هُوَ دِينُ رَبِّ الْعَالَمِينَ وَشَرْعُهُ وَهُوَ الْقَدِيمُ وَسَيِّدُ الأَدْيَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ دِينُ آدَمَ وَالْمَلاَئِكِ قَبْلَهُ , هُوَ دِينُ نُوحٍ صَاحِبِ الطُّوْفَانِ,هُوَ دِينُ آدَمَ وَالْمَلاَئِكِ قَبْلَهُ هُوَ دِينُ نُوحٍ صَاحِبِ الطُّوْفَانِ
الإمام القحطاني الأندلسي,الكامل,وَلَهُ دَعَا هُودُ النَّبِيُّ وَصَالِحٌ , وَهُمَا لِدِينِ اللهِ مُعْتَقِدَانِ,وَلَهُ دَعَا هُودُ النَّبِيُّ وَصَالِحٌ وَهُمَا لِدِينِ اللهِ مُعْتَقِدَانِ
الإمام القحطاني الأندلسي,الكامل,وَبِهِ أَتَى لُوطٌ وَصَاحِبُ مَدْيَنٍ , فَكِلاَهُمَا في الدِّينِ مُجْتَهِدَانِ,وَبِهِ أَتَى لُوطٌ وَصَاحِبُ مَدْيَنٍ فَكِلاَهُمَا في الدِّينِ مُجْتَهِدَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ دِينُ إِبْرَاهِيمَ وَابْنَيْهِ مَعًا , وَبِهِ نَجَا مِنْ نَفْحَةِ النِّيرَانِ,هُوَ دِينُ إِبْرَاهِيمَ وَابْنَيْهِ مَعًا وَبِهِ نَجَا مِنْ نَفْحَةِ النِّيرَانِ
الإمام القحطاني الأندلسي,الكامل,وَبِهِ حَمَى اللهُ الذَّبِيحَ مِنَ الْبَلاَ , لَمَّا فَدَاهُ بِأَعْظَمِ الْقُرْبَانِ,وَبِهِ حَمَى اللهُ الذَّبِيحَ مِنَ الْبَلاَ لَمَّا فَدَاهُ بِأَعْظَمِ الْقُرْبَانِ
الإمام القحطاني الأندلسي,الكامل,هُوَ دِينُ يَعْقُوبَ النَّبِيِّ وَيُونُسٍ , وَكِلاَهُمَا في اللهِ مُبْتَلَيَانِ,هُوَ دِينُ يَعْقُوبَ النَّبِيِّ وَيُونُسٍ وَكِلاَهُمَا في اللهِ مُبْتَلَيَانِ
